id,name,supplier_id,category_id,quantity_per_unit,unit_price,stock,discontinued
2407,"Carrots, Crinkle Cut, Westpac, Frozen, 16oz, MO2, NF9912H8",42,11,59,87,187,False
2408,"Carrots, Julienne, Eco Terra, Frozen, 16oz, PA2, NF9912FQ",14,11,8,77,16,False
2409,"Carrots, Sliced, Pictsweet, Frozen, 16oz, CA1, NF9912HK",59,5,65,40,187,False
2410,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TX3, NF9912DA",20,7,17,117,15,False
2411,"Carrots, Crinkle Cut, Store Brand, Frozen, 20oz, NY/NJ1, NF9912GK",24,3,21,199,188,False
2412,"Carrots, Crinkle Cut, Store Brand, Frozen, 24oz, IL2, NF9912KZ",34,5,19,59,119,False
2413,"Carrots, Crinkle Cut, Store Brand, Frozen, 24oz, OR/WA4, NF9912DY",8,5,18,158,25,False
2414,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, PA4, NF9912CA",52,3,64,125,174,False
2415,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TN2, NF9912J8",20,11,24,38,129,False
2416,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TX2, NF99128Y",2,10,49,19,121,False
2417,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913Z7",30,4,8,111,148,False
2418,"Carrots, sliced or crinkle cut, frozen, unprepared - Minerals - NF9913Z8",18,9,10,152,141,False
2419,"Carrots, sliced or crinkle cut, frozen, unprepared - Sugars - NF9913ZA",17,4,67,143,156,False
2420,"Carrots, sliced or crinkle cut, frozen, unprepared - Starch - NF9913ZB",53,2,29,169,36,False
2421,"Carrots, sliced or crinkle cut, frozen, unprepared - Dietary fiber - NF9913ZE",32,10,3,61,79,False
2422,"Carrots, sliced or crinkle cut, frozen, unprepared - Vitamin C - NF9913ZH",59,7,55,157,17,False
2423,"Carrots, sliced or crinkle cut, frozen, unprepared - Vitamins - NF9913ZI",38,1,28,188,123,False
2424,"Carrots, sliced or crinkle cut, frozen, unprepared - Vitamin K - NF9913ZL",57,7,20,109,76,False
2425,"Carrots, sliced or crinkle cut, frozen, unprepared, mixed composite, C9818M",5,3,57,128,70,False
2426,"Carrots, Crinkle Cut, Westpac, Frozen, 16oz, MO2, NF9912H1",27,10,64,19,190,False
2427,"Carrots, Crinkle Cut, Store Brand, Frozen, 20oz, NY/NJ1, NF9912GD",45,3,41,21,46,False
2428,"Carrots, Crinkle Cut, Store Brand, Frozen, 24oz, OR/WA4, NF9912DR",18,10,46,178,97,False
2429,"Carrots, Crinkle Cut, Vip, Frozen, 16oz, AR1, NF99129L",7,10,16,131,61,False
2430,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, PA4, NF9912C3",32,5,38,90,61,False
2431,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TN2, NF9912J1",32,9,15,136,138,False
2432,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TX2, NF99128R",32,1,60,76,63,False
2433,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TX3, NF9912D3",39,11,10,91,55,False
2434,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, CA1, NF9912HD",22,10,1,67,37,False
2435,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, OR/WA2, NF9912WY",54,2,62,189,129,False
2436,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, PA2, NF9912FJ",53,3,72,131,124,False
2437,"Carrots, Crinkle Cut, Store Brand,  24oz, IL2, NF9912KU",7,2,24,43,79,False
2438,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913T8",52,9,60,96,196,False
2439,"Carrots, sliced or crinkle cut, frozen, unprepared - Amino acids - NF9913T9",35,10,72,10,159,False
2440,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913TB",58,4,27,96,1,False
2441,"Carrots, sliced or crinkle cut, frozen, unprepared - Minerals - NF9913TC",22,11,23,64,145,False
2442,"Carrots, sliced or crinkle cut, frozen, unprepared - Sugars - NF9913TE",7,3,22,59,67,False
2443,"Carrots, sliced or crinkle cut, frozen, unprepared - Starch - NF9913TF",14,8,70,76,102,False
2444,"Carrots, sliced or crinkle cut, frozen, unprepared - Dietary fiber - NF9913TH",33,1,54,186,117,False
2445,"Carrots, sliced or crinkle cut, frozen, unprepared - Vitamin C - NF9913TI",33,1,76,159,87,False
2446,"Carrots, sliced or crinkle cut, frozen, unprepared - Thiamin - NF9913TL",38,4,5,139,50,False
2447,"Carrots, sliced or crinkle cut, frozen, unprepared - Riboflavin - NF9913TM",43,10,62,198,13,False
2448,"Carrots, sliced or crinkle cut, frozen, unprepared - Niacin - NF9913TP",44,9,70,167,120,False
2449,"Carrots, sliced or crinkle cut, frozen, unprepared - Pantothenic Acid - NF9913TS",29,8,5,185,84,False
2450,"Carrots, sliced or crinkle cut, frozen, unprepared - Vitamin B6 - NF9913TV",1,3,69,182,123,False
2451,"Carrots, sliced or crinkle cut, frozen, unprepared - Vitamins - NF9913TY",12,9,49,164,97,False
2452,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913U0",38,2,75,111,47,False
2453,"Carrots, sliced or crinkle cut, frozen, unprepared, Vitamin E -NF9913U1",60,3,3,106,157,False
2454,"Carrots, whole, frozen, unprepared, mixed composite, C9818Z",44,2,58,111,117,False
2455,"Carrots, Whole, Baby, Store Brand, 16oz, PA4, NF9912CE",2,8,29,115,135,False
2456,"Carrots, Whole, Baby, Store Brand, 16oz, TX3, NF9912A8",38,11,79,124,28,False
2457,"Carrots, Whole, Baby, Store Brand, 16oz, MO2, NF9912GO",18,1,41,17,58,False
2458,"Carrots, Whole, Baby, Store Brand, 16oz, OR/WA2, NF9912XJ",41,8,75,170,137,False
2459,"Carrots, Whole, Baby, Store Brand, 16oz, OR/WA4, NF9912E2",4,8,32,71,124,False
2460,"Carrots, Whole, Baby, Store Brand, 16oz, PA2, NF9912FU",34,6,46,55,99,False
2461,"Carrots, Whole, Baby, Store Brand, 16oz, IL2, NF9912KB",30,3,65,172,103,False
2462,"Carrots, Whole, Baby, Store Brand, 14oz, TX2, NF9912AW",53,11,49,152,143,False
2463,"Carrots, Whole, Baby, Store Brand, 16oz , NY/NJ1, NF99126S",18,1,8,105,195,False
2464,"Carrots, Whole, Baby, Store Brand, 16oz, AR1, NF99129W",11,11,21,110,182,False
2465,"Carrots, Whole, Baby, Store Brand, 16oz, CA1, NF9912HO",54,7,17,194,103,False
2466,"Carrots, Whole, Baby, Store Brand, 14oz, TN2, NF9912JB",8,2,26,164,59,False
2467,"Carrots, whole, unprepared - Proximates - NF99143A",15,4,57,193,54,False
2468,"Carrots, whole, unprepared - Minerals - NF99143B",35,7,43,55,65,False
2469,"Carrots, whole, unprepared - Sugars - NF99143C",50,2,13,18,32,False
2470,"Carrots, whole, unprepared - Starch - NF99143I",17,11,47,12,151,False
2471,"Carrots, whole, unprepared - Dietary fiber - NF99143J",28,5,65,34,125,False
2472,"Carrots, whole, unprepared - Vitamin C - NF99143K",46,5,55,154,109,False
2473,"Carrots, whole, frozen, unprepared, mixed composite, C98193",18,10,56,65,195,False
2474,"Carrots, Whole, Baby, Store Brand, 16oz, PA4, NF9912CI",35,8,18,36,35,False
2475,"Carrots, Whole, Baby, Vip, 16oz, TX3, NF9912AC",35,5,62,44,91,False
2476,"Carrots, Whole, Baby, Store Brand, 16oz, MO2, NF9912GS",46,3,56,158,84,False
2477,"Carrots, Whole, Baby, Store Brand, 16oz, OR/WA2, NF9912XN",45,3,57,110,82,False
2478,"Carrots, Whole, Baby, Store Brand, 16oz, OR/WA4, NF9912E6",35,8,69,109,89,False
2479,"Carrots, Whole, Baby, Store Brand, 16oz, PA2, NF9912FY",1,10,57,145,188,False
2480,"Carrots, Whole, Baby, Store Brand, 14oz, TX2, NF9912B0",23,2,61,79,105,False
2481,"Carrots, Whole, Baby, Store Brand, 16oz, AR1, NF9912A0",54,10,70,75,92,False
2482,"Carrots, Whole, Baby, Store Brand, 16oz, CA1, NF9912HS",16,11,10,42,146,False
2483,"Carrots, Whole, Baby, Birdseye, 14oz, IL2, NF9912KF",13,3,27,128,59,False
2484,"Carrots, Whole, Baby, Store Brand, 14oz, TN2, NF9912JF",30,9,74,194,82,False
2485,"Carrots, whole, unprepared - Starch - NF99146X",21,9,61,130,193,False
2486,"Carrots, whole, unprepared - Dietary fiber - NF99146Y",45,9,56,90,27,False
2487,"Carrots, whole, unprepared - Vitamin C - NF99146Z",23,11,41,6,160,False
2488,"Carrots, whole, unprepared - Proximates - NF99146P",38,2,63,161,34,False
2489,"Carrots, whole, unprepared - Minerals - NF99146Q",44,1,61,23,52,False
2490,"Carrots, whole, unprepared - Sugars - NF99146R",48,5,2,55,70,False
2491,"Carrots, sliced or crinkle cut, frozen, unprepared, mixed composite, C9818I",35,3,40,31,129,False
2492,"Carrots, Crinkle Cut, Westpac, Frozen, 16oz, MO2, NF9912GX",3,5,55,74,15,False
2493,"Carrots, Crinkle Cut, Store Brand, Frozen, 20oz, NY/NJ1, NF9912G9",47,3,14,174,71,False
2494,"Carrots, Crinkle Cut, Store Brand, Frozen, 24oz, IL2, NF9912KQ",40,11,74,182,95,False
2495,"Carrots, Crinkle Cut, Store Brand, Frozen, 24oz, OR/WA4, NF9912DN",58,9,26,194,0,False
2496,"Carrots, Crinkle Cut, Vip, Frozen, 16oz, AR1, NF99129H",34,8,58,189,31,False
2497,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, PA4, NF9912BZ",7,9,49,38,69,False
2498,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TN2, NF9912IX",59,2,78,164,109,False
2499,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TX2, NF99128N",8,5,62,73,140,False
2500,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, CA1, NF9912H9",1,5,37,103,98,False
2501,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, OR/WA2, NF9912WU",11,8,52,187,177,True
2502,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, PA2, NF9912FF",7,7,61,47,41,False
2503,"Carrots, sliced or crinkle cut, frozen, unprepared - Pantothenic Acid - NF9913QH",33,2,65,126,135,False
2504,"Carrots, sliced or crinkle cut, frozen, unprepared - Minerals - NF9913Q1",31,2,45,68,70,False
2505,"Carrots, sliced or crinkle cut, frozen, unprepared - Sugars - NF9913Q3",31,3,1,162,61,False
2506,"Carrots, sliced or crinkle cut, frozen, unprepared - Starch - NF9913Q4",49,3,64,192,78,False
2507,"Carrots, sliced or crinkle cut, frozen, unprepared - Dietary fiber - NF9913Q6",53,8,30,185,105,False
2508,"Carrots, sliced or crinkle cut, frozen, unprepared - Vitamin C - NF9913Q7",39,1,21,39,70,False
2509,"Carrots, sliced or crinkle cut, frozen, unprepared - Thiamin - NF9913QA",4,9,3,160,13,False
2510,"Carrots, sliced or crinkle cut, frozen, unprepared - Riboflavin - NF9913QB",35,11,10,15,19,False
2511,"Carrots, sliced or crinkle cut, frozen, unprepared - Niacin - NF9913QE",47,1,31,54,194,False
2512,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913QG",25,3,71,91,134,False
2513,"Carrots, sliced or crinkle cut, frozen, unprepared - Amino acids - NF9913QJ",31,5,5,197,117,False
2514,"Carrots, sliced or crinkle cut, frozen, unprepared - Vitamin B6 - NF9913QK",37,9,22,172,33,False
2515,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913QM",4,5,2,117,45,False
2516,"Carrots, sliced or crinkle cut, frozen, unprepared - Vitamins - NF9913QN",28,5,30,40,9,False
2517,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913QP",3,1,44,189,116,False
2518,"Carrots, sliced or crinkle cut, frozen, unprepared - Vitamin K - NF9913QT",46,4,17,73,128,False
2519,"Carrots, sliced or crinkle cut, frozen, unprepared, Vitamin E -NF9913QQ",39,10,62,16,183,False
2520,"Carrots, whole, frozen, unprepared, mixed composite, C98197",25,9,72,31,33,False
2521,"Carrots, Whole, Baby, Vip, 16oz, TX3, NF9912AG",27,9,6,74,37,False
2522,"Carrots, Whole, Baby, Store Brand, 16oz, PA2, NF9912G2",44,10,45,82,111,False
2523,"Carrots, Whole, Baby, Store Brand, 16oz, MO2, NF9912GW",4,2,61,128,50,False
2524,"Carrots, Whole, Baby, Store Brand, 16oz, OR/WA2, NF9912XR",49,8,18,51,34,False
2525,"Carrots, Whole, Baby, Store Brand, 16oz, OR/WA4, NF9912EA",60,1,59,158,188,False
2526,"Carrots, Whole, Baby, Store Brand, 16oz , NY/NJ1, NF99126Y",20,1,14,9,76,False
2527,"Carrots, Whole, Baby, Store Brand, 16oz, AR1, NF9912A4",30,9,65,149,162,False
2528,"Carrots, Whole, Baby, Store Brand, 16oz, CA1, NF9912HW",49,9,30,31,148,False
2529,"Carrots, Whole, Baby, Store Brand, 14oz, TN2, NF9912JJ",15,1,29,20,88,False
2530,"Carrots, Cut Whole, Store Brand, 16oz, TX2, NF9912B4",15,10,16,37,175,False
2531,"Carrots, Whole, Baby, Birdseye, 14oz, IL2, NF9912KJ",52,2,40,75,166,False
2532,"Carrots, Whole, Baby, Hanover, 16oz, PA4, NF9912CM",44,2,48,73,67,False
2533,"Carrots, whole, unprepared - Proximates - NF9914EH",44,3,57,85,192,False
2534,"Carrots, whole, unprepared - Minerals - NF9914EI",32,2,29,189,95,False
2535,"Carrots, whole, unprepared - Sugars - NF9914EJ",34,2,28,158,163,False
2536,"Carrots, whole, unprepared - Starch - NF9914EP",24,4,5,194,132,False
2537,"Carrots, whole, unprepared - Dietary fiber - NF9914EQ",1,5,64,145,83,False
2538,"Carrots, whole, unprepared - Vitamin C - NF9914ER",1,9,77,134,45,False
2539,"Carrots, whole, frozen, unprepared, mixed composite, C98190",36,7,63,64,177,False
2540,"Carrots, Whole, Baby, Store Brand, 16oz, PA4, NF9912CF",12,10,2,93,55,False
2541,"Carrots, Whole, Baby, Store Brand, 16oz, TX3, NF9912A9",52,10,2,10,15,False
2542,"Carrots, Whole, Baby, Store Brand, 16oz, MO2, NF9912GP",40,1,24,65,70,False
2543,"Carrots, Whole, Baby, Store Brand, 16oz, OR/WA2, NF9912XK",20,2,35,161,7,False
2544,"Carrots, Whole, Baby, Store Brand, 16oz, OR/WA4, NF9912E3",17,10,56,183,158,False
2545,"Carrots, Whole, Baby, Store Brand, 16oz, PA2, NF9912FV",31,7,41,24,192,False
2546,"Carrots, Whole, Baby, Store Brand, 14oz, TX2, NF9912AX",49,1,68,108,183,False
2547,"Carrots, Whole, Baby, Store Brand, 16oz , NY/NJ1, NF99126T",5,11,27,154,136,False
2548,"Carrots, Whole, Baby, Store Brand, 16oz, AR1, NF99129X",50,3,26,25,148,False
2549,"Carrots, Whole, Baby, Store Brand, 16oz, CA1, NF9912HP",16,1,25,52,36,False
2550,"Carrots, Whole, Baby, Birdseye, 14oz, IL2, NF9912KC",56,4,51,18,196,False
2551,"Carrots, Whole, Baby, Store Brand, 14oz, TN2, NF9912JC",44,9,78,110,128,False
2552,"Carrots, whole, unprepared - Proximates - NF99143S",26,10,69,79,73,False
2553,"Carrots, whole, unprepared - Amino acids - NF99143T",34,9,60,77,57,False
2554,"Carrots, whole, unprepared - Proximates - NF99143U",6,9,5,129,90,False
2555,"Carrots, whole, unprepared - Minerals - NF99143V",41,7,56,109,6,False
2556,"Carrots, whole, unprepared - Sugars - NF99143Z",39,10,69,29,5,False
2557,"Carrots, whole, unprepared - Starch - NF991440",53,9,40,148,33,False
2558,"Carrots, whole, unprepared - Dietary fiber - NF991441",16,10,75,38,67,False
2559,"Carrots, whole, unprepared - Vitamin C - NF991447",12,3,5,163,125,False
2560,"Carrots, whole, unprepared - Thiamin - NF991448",36,9,70,104,0,False
2561,"Carrots, whole, unprepared - Riboflavin - NF991449",50,10,73,196,22,False
2562,"Carrots, whole, unprepared - Niacin - NF99144A",16,7,39,87,72,False
2563,"Carrots, whole, unprepared - Vitamin B6 - NF99144E",46,1,21,12,191,False
2564,"Carrots, whole, frozen, unprepared - Vitamins - NF99144F",52,10,48,132,172,False
2565,"Carrots, whole, unprepared, Vitamin E -NF99144G",41,1,32,107,99,False
2566,"Carrots, whole, unprepared, Amino acids Repeat - NF991444",34,6,67,108,199,False
2567,"Carrots, whole, frozen, unprepared, mixed composite, C9818W",4,1,40,136,49,False
2568,"Carrots, Whole, Baby, Store Brand, 16oz, PA4, NF9912CB",34,3,19,185,26,False
2569,"Carrots, Whole, Baby, Store Brand, 16oz, TX3, NF9912A5",6,10,39,56,138,False
2570,"Carrots, Whole, Baby, Store Brand, 16oz, OR/WA2, NF9912XG",16,6,7,165,48,False
2571,"Carrots, Whole, Baby, Store Brand, 16oz, OR/WA4, NF9912DZ",10,1,2,133,141,False
2572,"Carrots, Whole, Baby, Store Brand, 16oz, MO2, NF9912GL",57,10,28,70,141,False
2573,"Carrots, Whole, Baby, Store Brand, 16oz , NY/NJ1, NF99126P",21,5,76,119,38,False
2574,"Carrots, Whole, Baby, Store Brand, 16oz, AR1, NF99129T",58,10,5,95,128,False
2575,"Carrots, Whole, Baby, Store Brand, 16oz, CA1, NF9912HL",22,11,43,149,21,False
2576,"Carrots, Whole, Baby, Store Brand, 16oz, IL2, NF9912K8",27,7,60,184,119,False
2577,"Carrots, Whole, Baby, Store Brand, 14oz, TX2, NF9912AT",23,3,31,25,108,False
2578,"Carrots, Whole, Baby, Hanover, 16oz, PA2, NF9912FR",4,11,13,28,99,False
2579,"Carrots, Whole, Baby, Store Brand, 14oz, TN2, NF9912J9",42,9,73,175,12,False
2580,"Carrots, whole, unprepared - Proximates - NF99140C",25,11,29,149,196,False
2581,"Carrots, whole, unprepared - Amino acids - NF99140D",12,11,41,131,38,False
2582,"Carrots, whole, unprepared - Proximates - NF99140F",55,5,28,183,159,False
2583,"Carrots, whole, unprepared - Minerals - NF99140G",56,5,47,29,21,False
2584,"Carrots, whole, unprepared - Sugars - NF99140I",31,2,51,8,108,False
2585,"Carrots, whole, unprepared - Starch - NF99140J",20,11,54,34,31,False
2586,"Carrots, whole, unprepared - Dietary fiber - NF99140L",19,5,73,118,10,False
2587,"Carrots, whole, unprepared - Vitamin C - NF99140M",26,11,72,118,60,False
2588,"Carrots, whole, unprepared - Thiamin - NF99140P",6,1,7,66,92,False
2589,"Carrots, whole, unprepared - Riboflavin - NF99140S",8,11,42,165,106,False
2590,"Carrots, whole, unprepared - Niacin - NF99140T",33,2,74,72,152,False
2591,"Carrots, whole, unprepared - Pantothenic Acid - NF99140Y",41,10,13,23,96,False
2592,"Carrots, whole, unprepared - Vitamin B6 - NF99140Z",31,9,11,103,119,False
2593,"Carrots, whole, frozen, unprepared - Vitamins - NF991412",35,5,9,116,83,False
2594,"Carrots, whole, unprepared - Proximates - NF991414",27,2,56,197,39,False
2595,"Carrots, whole, unprepared - Vitamin K - NF991418",47,9,43,146,110,False
2596,"Carrots, whole, unprepared, Vitamin E -NF991416",11,2,19,27,64,False
2597,"Carrots, whole, unprepared, Amino acids Repeat - NF99140H",15,8,15,197,143,False
2598,"Carrots, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",31,11,66,37,150,False
2599,"Mustard, yellow, FRENCHS CLASSIC (CA2,NC) - CY120PV",7,9,23,103,157,False
2600,"Mustard, yellow, FRENCHS CLASSIC (CA2) - NFY120H5Q",11,5,19,35,20,False
2601,"Mustard, yellow, FRENCHS CLASSIC (CA2) - NFY120H5P",15,1,38,137,62,True
2602,"Mustard, yellow, FRENCHS CLASSIC (NC1) - NFY120H62",8,10,73,66,3,False
2603,"Mustard, yellow, FRENCHS CLASSIC (NC1) - NFY120H61",29,5,40,49,156,False
2604,"Minerals, Mustard, yellow, FRENCHS CLASSIC (CA2,NC) - NFY120HZ3",1,1,8,81,82,False
2605,"Proximates, Mustard, yellow, FRENCHS CLASSIC (CA2,NC) - NFY120HZ4",58,1,68,20,134,False
2606,"Mustard, yellow, FRENCHS CLASSIC (FL,MO) - CY120PX",57,1,12,9,93,False
2607,"Mustard, yellow, FRENCHS CLASSIC (MO1) - NFY120H65",13,10,13,75,71,False
2608,"Mustard, yellow, FRENCHS CLASSIC (MO1) - NFY120H66",6,2,6,124,155,False
2609,"Mustard, yellow, FRENCHS CLASSIC (FL1) - NFY120H63",43,3,77,78,153,False
2610,"Mustard, yellow, FRENCHS CLASSIC (FL1) - NFY120H64",9,5,71,79,160,False
2611,"Minerals, Mustard, yellow, FRENCHS CLASSIC (FL,MO) - NFY120HZS",17,5,55,43,113,False
2612,"Proximates, Mustard, yellow, FRENCHS CLASSIC (FL,MO) - NFY120HZT",59,2,54,168,29,False
2613,"Mustard, yellow, FRENCHS CLASSIC (IN,NY) - CY120PT",11,10,6,197,141,False
2614,"Mustard, yellow, FRENCHS CLASSIC (NY1) - NFY120H5N",2,8,71,111,129,False
2615,"Mustard, yellow, FRENCHS CLASSIC (IN1) - NFY120H5T",30,5,30,169,158,False
2616,"Mustard, yellow, FRENCHS CLASSIC (IN1) - NFY120H5U",30,5,14,48,49,False
2617,"Mustard, yellow, FRENCHS CLASSIC (NY1) - NFY120H5O",33,10,12,6,68,False
2618,"Minerals, Mustard, yellow, FRENCHS CLASSIC (IN,NY) - NFY120HY8",44,5,16,163,144,False
2619,"Proximates, Mustard, yellow, FRENCHS CLASSIC (IN,NY) - NFY120HY9",34,1,52,118,96,False
2620,"Mustard, yellow, store brand, AMERICAS CHOICE & SHOP RITE  (NY,CT1) - CY120PZ",7,9,9,106,37,False
2621,"Mustard, yellow, store brand, AMERICAS CHOICE (NY) - NFY120H4W",44,9,24,197,27,False
2622,"Mustard, yellow, store brand, SHOP RITE (CT1) - NFY120H5H",31,10,76,191,142,False
2623,"Mustard, yellow, store brand, AMERICAS CHOICE (NY) - NFY120H4X",7,5,60,69,136,False
2624,"Mustard, yellow, store brand, SHOP RITE (CT1) - NFY120H5I",60,2,65,143,56,False
2625,"Minerals, Mustard, yellow, store brand, AMERICAS CHOICE YELLOW MUSTARD & SHOP RITE YELLOW MUSTARD (NY,CT1) - NFY120I0L",25,1,47,104,80,False
2626,"Proximates, Mustard, yellow, store brand, AMERICAS CHOICE YELLOW MUSTARD & SHOP RITE YELLOW MUSTARD (NY,CT1) - NFY120I0M",16,2,79,103,157,False
2627,"Mustard, yellow, store brand, MY ESSENTIALS & SUNNY SELECT (NC1,CA2) - CY120Q1",30,5,25,81,128,False
2628,"Mustard, yellow, store brand, MY ESSENTIALS (NC1) - NFY120H5D",42,9,35,131,16,False
2629,"Mustard, yellow, store brand, MY ESSENTIALS (NC1) - NFY120H5E",42,5,47,119,111,False
2630,"Mustard, yellow, store brand, SUNNY SELECT (CA2) - NFY120H4U",21,2,70,21,155,False
2631,"Mustard, yellow, store brand, SUNNY SELECT (CA2) - NFY120H4V",8,8,48,82,165,False
2632,"Minerals, Mustard, yellow, store brand, MY ESSENTIALS YELLOW MUSTARD & SUNNY SELECT YELLOW MUSTARD (NC1,CA2) - NFY120I1C",50,9,77,117,79,False
2633,"Proximates, Mustard, yellow, store brand, MY ESSENTIALS YELLOW MUSTARD & SUNNY SELECT YELLOW MUSTARD (NC1,CA2) - NFY120I1D",43,10,65,72,79,False
2634,"Mustard, yellow, FRENCHS CLASSIC (CO,CT) - CY120PW",14,5,61,177,40,False
2635,"Mustard, yellow, FRENCHS CLASSIC (CT1) - NFY120H5Y",13,9,69,56,27,False
2636,"Mustard, yellow, FRENCHS CLASSIC (CO1) - NFY120H5R",21,1,66,17,172,False
2637,"Mustard, yellow, FRENCHS CLASSIC (CT1) - NFY120H5X",23,11,52,171,82,False
2638,"Mustard, yellow, FRENCHS CLASSIC (CO1) - NFY120H5S",24,2,24,187,30,False
2639,"Carotenoids, Mustard, yellow, FRENCHS CLASSIC (CO,CT) - NFY120HZA",30,10,49,116,15,False
2640,"Folate, Mustard, yellow, FRENCHS CLASSIC (CO,CT) - NFY120HZB",23,1,42,183,92,False
2641,"Minerals, Mustard, yellow, FRENCHS CLASSIC (CO,CT) - NFY120HZC",46,10,66,35,96,False
2642,"Niacin, Mustard, yellow, FRENCHS CLASSIC (CO,CT) - NFY120HZD",55,10,46,81,50,False
2643,"Selenium, Mustard, yellow, FRENCHS CLASSIC (CO,CT) - NFY120HZE",34,5,74,139,17,False
2644,"Pantothenic Acid, Mustard, yellow, FRENCHS CLASSIC (CO,CT) - NFY120HZF",18,2,66,105,181,False
2645,"Proximates, Mustard, yellow, FRENCHS CLASSIC (CO,CT) - NFY120HZG",57,5,6,134,20,False
2646,"Riboflavin, Mustard, yellow, FRENCHS CLASSIC (CO,CT) - NFY120HZH",27,10,47,50,36,False
2647,"TDF, Mustard, yellow, FRENCHS CLASSIC (CO,CT) - NFY120HZI",57,3,34,151,124,False
2648,"Thiamin, Mustard, yellow, FRENCHS CLASSIC (CO,CT) - NFY120HZJ",34,11,19,78,179,False
2649,"Vitamin B6, Mustard, yellow, FRENCHS CLASSIC (CO,CT) - NFY120HZK",39,10,26,137,183,False
2650,"Mustard, yellow, FRENCHS CLASSIC (MI,OK) - CY120PY",37,9,50,21,191,False
2651,"Mustard, yellow, FRENCHS CLASSIC (OK1) - NFY120H5J",9,9,75,60,24,False
2652,"Mustard, yellow, FRENCHS CLASSIC (MI1) - NFY120H5V",56,11,32,25,137,False
2653,"Mustard, yellow, FRENCHS CLASSIC (OK1) - NFY120H5K",18,1,46,40,15,False
2654,"Mustard, yellow, FRENCHS CLASSIC (MI1) - NFY120H5W",60,7,63,56,10,False
2655,"Tocopherols, Mustard, yellow, FRENCHS CLASSIC (MI,OK) - NFY120HZZ",53,2,5,192,182,False
2656,"Minerals, Mustard, yellow, FRENCHS CLASSIC (MI,OK) - NFY120I00",13,1,60,194,151,False
2657,"Niacin, Mustard, yellow, FRENCHS CLASSIC (MI,OK) - NFY120I01",38,1,70,62,11,False
2658,"Selenium, Mustard, yellow, FRENCHS CLASSIC (MI,OK) - NFY120I02",16,9,19,186,21,False
2659,"Pantothenic Acid, Mustard, yellow, FRENCHS CLASSIC (MI,OK) - NFY120I03",47,5,24,96,105,False
